step,energy
564000000,12392.8584797
564600000,12208.2906588
565200000,12847.8323388
565800000,12587.0655842
566400000,12421.5830517
567000000,12741.9744627
567600000,12598.7654394
568200000,12561.9323306
568800000,12576.2806635
569400000,12367.5139594
570000000,12263.2265227
570600000,12475.4603133
571200000,12657.2165526
571800000,12893.1855521
572400000,12924.5298749
573000000,12751.0064042
573600000,12870.5089455
574200000,12804.9318287
574800000,12552.0623443
575400000,12556.588033
576000000,12351.4802461
576600000,12375.0236243
577200000,12199.431112
577800000,12412.7429408
578400000,12283.9777554
579000000,12286.6262331
579600000,12379.3574824
580200000,12113.0545996
580800000,12433.234744
581400000,12353.2619522
582000000,12420.71628
582600000,12356.9208693
583200000,12339.9722216
583800000,12564.7726389
584400000,12562.1917601
585000000,12606.0832737
585600000,12458.5598283
586200000,12503.3375496
586800000,12616.0690217
587400000,12546.8811506
588000000,12493.6112311
588600000,12525.0518796
589200000,12961.3629837
589800000,12698.7190181
590400000,12475.6521439
591000000,12554.8544898
591600000,12509.0181663
592200000,12436.941824
592800000,12840.1944981
593400000,12644.6499258
594000000,12707.8379944
594600000,12380.2724169
595200000,12745.6815427
595800000,12568.2878883
596400000,12362.2651669
597000000,12487.3519991
597600000,12626.1029325
598200000,12543.0109668
598800000,12375.0430603
599400000,12186.6726545
600000000,12292.8854651
600000000,12292.8854651
