step,energy
421200000,15164.1432648
421800000,14976.4816401
422400000,15044.3721236
423000000,15337.8012327
423600000,15140.2306295
424200000,15205.3771302
424800000,15441.4467867
425400000,15143.5783233
426000000,15310.7999386
426600000,15321.0719344
427200000,14976.6065723
427800000,15099.6004752
428400000,15119.3118412
429000000,15338.4141144
429600000,15515.05415
430200000,15216.0239226
430800000,15167.9697375
431400000,15072.4650782
432000000,15136.7580035
432600000,15347.8325347
433200000,15228.0731728
433800000,15067.4220128
434400000,15139.6269184
435000000,15057.9918131
435600000,15051.6712222
436200000,15239.0829825
436800000,15328.371033
437400000,15319.8645122
438000000,15379.4190653
438600000,15283.7894739
439200000,15112.8663181
439800000,15120.0404845
440400000,15192.3611517
441000000,15164.1432648
441600000,15242.3057441
442200000,15146.926017
442800000,15220.5124303
443400000,15092.0515121
444000000,15211.8226534
444600000,15173.6866173
445200000,15163.7684682
445800000,15170.7137202
446400000,15261.5291607
447000000,15272.4140381
447600000,15425.27815
448200000,15081.6545841
448800000,15228.9149689
449400000,15020.5844204
450000000,14816.2052768
450600000,14946.6232105
451200000,15240.9150657
451800000,15244.0128951
452400000,14915.9112053
453000000,15228.9359189
453600000,14908.3622422
454200000,15129.1050582
454800000,15034.7038388
455400000,14849.7861968
456000000,14753.4279621
456600000,14756.9005881
457200000,14716.2704338
457800000,14828.3794592
458400000,14541.5116348
459000000,14711.7061473
459600000,14828.254527
460200000,14923.9972712
460800000,14989.2687042
461400000,14982.0853672
462000000,14845.5849276
462600000,14979.350555
463200000,15041.7530731
463800000,14952.2151581
464400000,15022.8951386
465000000,15078.9315513
465600000,14918.1672386
466200000,14915.6613409
466800000,14973.7586074
467400000,14989.8724153
468000000,15051.7961544
468600000,14849.9111291
469200000,15078.1937375
469800000,15142.8614594
470400000,15340.6701476
471000000,15092.4263087
471600000,15091.5845126
472200000,15163.6553154
472800000,15003.0041554
473400000,14934.9979103
474000000,15085.605989
474600000,14907.9874456
475200000,15057.8668809
475800000,14969.3074737
476400000,15034.0791778
477000000,14995.9431418
477600000,14955.3129875
478200000,15047.5948851
478800000,14893.2643161
479400000,14942.7967378
480000000,15217.7893976
480600000,15109.3936921
481200000,15195.2300666
481800000,15158.0515883
482400000,15252.5777399
483000000,15188.2848146
483600000,15106.6497094
484200000,15020.4594882
484800000,15034.3290422
485400000,15190.7907123
486000000,15019.7308449
486600000,15047.4699529
487200000,14819.3031061
487800000,14928.5523872
488400000,14870.5800529
489000000,14944.9160595
489600000,14781.4169345
490200000,15088.4749039
490800000,14925.3296256
491400000,14887.9222329
492000000,14949.1173287
492600000,15152.0417946
493200000,14999.0527505
493800000,14955.6877841
494400000,15116.0890797
495000000,15016.7579478
495600000,15006.465002
496200000,14931.1714377
496800000,14983.0520955
497400000,14873.3240356
498000000,14918.2803914
498600000,14880.9979309
499200000,14843.2157415
499800000,14829.8459163
500400000,14863.9056153
501000000,14683.3141748
501600000,14816.8299378
502200000,14631.5374992
502800000,14676.3689228
503400000,14642.1842916
504000000,14908.0083956
504600000,14867.6189351
505200000,14782.27051
505800000,14720.5966353
506400000,14782.0206456
507000000,14727.6458695
507600000,14929.052116
508200000,14591.0322771
508800000,14485.2556221
509400000,14444.5005356
510000000,14546.9294968
510600000,14450.8211265
